experiment,read,sequence(; separated),positions (;spearated),order_doesn't_quite_work
EF1,11ac1b5e-bf81-4d86-9968-b0520c884f56,pac;T1_L3S2P55;symE;T2_L3S2P21,18:343;347:403;411:749;753:812,0
EF1,189caf3f-a73a-4a50-a763-4088d619ca40,pac,1:473,0
EF1,4bf6f8ce-d851-40de-9699-f32aa02f6246,pac,1:721,0
EF1,1616903e-953a-4906-a6a5-ca6e6f52a9a7,pac,1:950,0
EF1,099d2d9e-b263-4402-a4c1-b58279ffe328,symE;T2_L3S2P21;pac,3:114;118:173;2671:4480,0
EF1,37684aaa-ae76-4ad6-8fef-31d9c17b9473,T2_L3S2P21;symE;T1_L3S2P55;pac,-2010:-2070;-2074:-2408;-2416:-2472;-2476:-3707,0
EF1,3c927339-f531-4a06-b72d-cda71e9dba52,T2_L3S2P21;symE,-517:-577;-581:-673,0
EF1,fae1549b-5093-4279-af75-c15f80ec6884,pac,-17:-396,0
EF1,bf715a89-87ce-4d38-ac01-288c22ff9171,pac,-1:-1221,0
EF1,8e382792-7284-412d-b7e2-d541c91fcf67,pac,-1:-1193,0
EF1,81547174-50c5-4265-a388-af345e3a88c7,T1_L3S2P55;pac;T2_L3S2P21;symE,-72:-116;-129:-2655;-5167:-5220;-5231:-5555,0
EF1,f40a00f1-5148-4e9f-8c5d-df39ee09adbd,pac,1:298,0
EF1,705c0bac-4eaf-4cdb-bb5f-a641edda7adb,pac,1:829,0
EF1,b8f73baa-15a9-40e2-b633-e647cb4dd09a,pac,1:405,0
EF1,176d5a46-2ffd-45af-88bc-c7baeddd414e,pac,-1:-408,0
EF1,bd83622c-c647-41fc-ac06-5e3001abb824,pac,-1:-1500,0
EF1,f3934e01-d068-41e3-b01e-b3761fa464b3,pac,-12:-272,0
EF1,fd1719f0-3a38-455e-a6da-09d252346223,pac,3:195,0
EF1,ae12788f-6526-4750-8a3f-dd48843decc2,pac,-4:-1105,0
EF1,371c889f-9da8-4107-afb0-88c83232457b,pac,1:321,0
EF1,24699026-127e-428e-9cc2-e5de1a8ed9b9,pac,-1:-449,0
EF1,a1c705ad-b2ad-4d43-b5bf-8a43834a307e,pac;T1_L3S2P55,26:2556;2560:2616,0
EF1,88e91490-c5a3-4516-80d6-001dcbe4267a,T1_L3S2P55;pac,-1072:-1128;-1132:-3665,0
EF1,3fb096d2-fa44-4dd9-a760-3461b5b692c1,symE;T2_L3S2P21,1:94;114:149,0
EF1,eebd0ca0-a268-4f87-bad3-e492354553ee,pac,-1:-236,0
EF1,cb8e238f-f434-41bd-b68a-9f5a16c48203,symE,-11:-122,0
EF1,ffc0e533-7ba6-49f9-986c-13cf489775a0,pac;symE,1:509;-644:-978,0
EF1,9faa6595-1051-4e7d-9b49-c0c85887a589,T2_L3S2P21;symE;T1_L3S2P55;pac,-1258:-1317;-1321:-1659;-1735:-1788;-1798:-2155,0
EF1,8d9344a8-be3e-4139-b102-0584d71d0543,pac,1:320,0
EF1,7144d557-71b8-4df4-9f9f-dd585efe1893,symE;T2_L3S2P21,1298:1635;1639:1699,0
EF1,c1fafdc2-3a73-49a9-8ed1-4acebd5863a9,pac,1:793,0
EF1,4a9fa607-b8d2-4eea-8942-3e498aa98bb5,pac;T1_L3S2P55;symE,4:740;744:795;878:1216,0
EF1,c2500fa4-6e67-47d4-b86d-fddd399c3708,pac,20:784,0
EF1,71170e59-2125-4be6-b695-ef2e7166d485,pac,-29:-933,0
EF1,0754dd0d-889a-461e-b400-3ab4c8335001,pac,1:678,0
EF1,2b242210-f392-447f-85e1-2ce48fc0792f,symE;T2_L3S2P21,3:122;126:186,0
EF1,7d15312c-adc4-40ae-9bb0-0cf48b55f4e1,symE;T2_L3S2P21,1:209;213:274,0
EF1,f54b034a-4028-4d15-93ef-0fd56c14f4bf,T2_L3S2P21;symE,-173:-233;237:527,0
EF1,4a75e15c-914c-406d-88de-bafd1edbba01,pac,-12:-873,0
EF1,a24415cf-e13b-4f26-8dc8-007352baafa8,pac,-1:-313,0
EF1,707207e3-a9ac-4966-8682-9c689d5966a9,pac,1:300,0
EF1,a6e5141f-65de-4f93-ac60-241a837680b1,symE;T1_L3S2P55;pac,-1:-161;-240:-296;-300:-2655,0
EF1,f410229c-2b30-4e44-8aa3-f5c4ff6b6ab7,pac,1:753,0
EF1,586d5210-40c1-49d7-83a3-1e98b7b3c3f0,pac,6:488,0
EF1,9ff4b641-252b-40c7-a3d8-2024b5d91a63,symE,-1:-312,0
EF1,37115927-c5bc-4414-8f5f-7ec43409436a,pac,1:260,0
EF1,dff5de6d-a1bc-458d-9688-db79689535bf,pac,-1:-247,0
EF1,d8552430-f75b-44f3-8427-03de4033b31d,T2_L3S2P21;symE,-723:-783;-787:-1001,0
EF1,5b8bb943-5a56-455a-bbf7-a9a249650b91,symE;T2_L3S2P21,1:99;103:159,0
EF1,71d2221c-493b-4124-ac27-366d1bc7269f,pac,1:450,0
EF1,571bc0e9-94bf-448d-a521-921c7d850bf5,T2_L3S2P21;symE,-152:-211;-215:-329,0
EF1,49efc2be-7f6f-41aa-95f3-631366640217,pac,1:1129,0
EF1,fe01ec49-fafa-4a23-9e08-99c6cf6ca52b,pac,-1:-522,0
EF1,ddb2f74f-ba46-42c5-95b4-2c8be35622c5,pac,-1:-400,0
EF1,3219b113-6771-47c2-9c23-6f22cc6a1279,pac,-1:-448,0
EF1,e97327ba-c563-4d2c-b99b-3e972435ca08,pac,12:311,0
EF1,2768dbac-ed3a-49a1-9aec-ec22d9e1a442,symE,-1097:-1435,0
EF1,f8e69c1c-54fb-40e4-83c7-806dfb95a444,pac,-2:-1145,0
EF1,c0a9b0cf-23a5-4663-81cb-90feb20220df,pac,-1:-446,0
EF1,3eee4b00-df63-4609-b2b0-bff07594716b,symE;T1_L3S2P55;pac,-1:-318;-328:-378;-385:-730,0
EF1,ba2cb4d8-4724-49f7-809c-cf771a47be23,pac,1:169,0
EF1,50f63a44-9c97-40f7-9ca7-72d5829445f4,pac,5:941,0
EF1,86d554e1-4106-419d-b698-0403395562c7,pac,1:398,0
EF1,8bc32b81-d6f4-41d5-9cb9-779bb64cba24,pac,5:1124,0
EF1,4b90dba3-1066-4e99-8498-f282cf7f14e6,pac,-1:-126,0
EF1,fd6637f1-bb04-4b6a-acdf-b713bc297e2f,pac,1:374,0
EF1,b2fdbb3c-80dd-4821-97ad-8f7ca6331916,pac,-20:-385,0
EF1,59f8d6ba-e648-4a82-82ff-f7b1bb153519,T2_L3S2P21;symE,-396:-455;-459:-612,0
EF1,7c84871d-c512-4502-ab4d-021b829270c6,T2_L3S2P21;symE,-1344:-1404;-1408:-1532,0
EF1,47607430-a936-446e-8642-3126c5edf6e5,pac,-1:-235,0
EF1,3db26f1d-525f-4d77-9e90-f43d4dc4a0bb,pac,1:991,0
EF1,48dced5b-a2bd-4cab-bf23-57635353a214,pac,5:538,0
EF1,abc6dd52-1caa-4ab3-b3b4-c993bc243c83,pac,-10:-480,0
EF1,9f64a496-49b0-4af1-a896-03aad522623f,pac,-1:-739,0
EF1,8ebb7d1a-7ef1-4bf6-86a0-9f92404befa5,pac,-15:-1524,0
EF1,0cb15c38-cae4-4ac8-96ce-3a181f167b3b,pac,-1:-305,0
EF1,f6c42d1e-b14f-4501-81cb-94022c78a219,pac,-1:-149,0
EF1,1f56a6c8-47cd-435f-a329-057c294bc916,pac,-1:-1465,0
EF1,3a4cdb0b-f9af-4476-bcd3-81059d8df3b7,pac,4:1466,0
EF1,15a9b3ae-c941-46d1-adf1-5359fffea748,T1_L3S2P55;pac,-1:-50;-54:-600,0
EF1,b7dff000-a388-4eb6-9275-ead961430e09,pac,1:701,0
EF1,1d72d0f3-9f55-44b2-a887-be0365c99028,pac,21:1921,0
EF1,3ee05c17-7361-45be-a70e-5df57adf1539,pac,-1:-332,0
EF1,1891d93c-5946-4104-927a-cb28b14e3219,pac;T1_L3S2P55,14:1474;1478:1532,0
EF1,8ee2b065-4d1b-449e-9d4a-6034e8249f80,pac,-9:-164,0
EF1,fdb904f6-2531-4cbe-9be6-e7b3d62b06ef,pac,3:168,0
EF1,9a7c2fd0-f729-4261-b249-b7e22953a3c5,pac,-9:-1954,0
EF1,6de0be95-31df-4f91-ab4c-c5a1966f1063,pac,-1:-2499,0
EF1,13d31c02-1b0a-4c11-b674-ffa01f102b86,pac,1:503,0
EF1,9d64d9bd-399f-4959-bc26-b2e85a12db85,pac,-6:-243,0
EF1,fb2449a6-61bb-4408-9561-b4381364678d,pac,15:973,0
EF1,3f96409c-334b-4d0e-981c-500a1e9ab4ec,symE,-1:-163,0
EF1,e00a0a1e-e6b4-4888-a582-18d995f37cac,symE,1:157,0
EF1,b019a347-3e3c-4b5b-a7c1-95cd89546625,symE,1:156,0
EF1,87a16204-53ab-47f0-9cdb-bb6610dcb7fe,pac,1:1012,0
EF1,d30b5d44-49ee-4017-a56a-2b048375dba0,pac,1:133,0
EF1,c83ce4bf-fd59-4abb-8888-8c231d4484dd,symE,-94:-282,0
EF1,68406c85-b002-4efe-a5e7-b9b8d9219c5c,pac,-4:-341,0
EF1,73bbc534-520b-4fed-95ef-8a7f684792c2,pac,1:143,0
EF1,e4244d13-4c9c-457d-8c2e-aaf6c5f70522,symE,-735:-931,0
EF1,754a3b55-abaa-4e6d-9597-ffc942820b12,pac,-1:-561,0
EF1,af71abdb-3aad-4c5e-9890-d86088347352,pac,-1:-390,0
EF1,91dba0d2-95ff-44ba-ad3c-a386f5b4dc1b,pac,39:2584,0
EF1,b1e08838-df39-4457-902d-da627aead20d,pac,1:357,0
EF1,3d098ce4-3db1-482f-a4c3-b26153165200,T2_L3S2P21;symE,-1662:-1722;-1726:-1847,0
EF1,d40f8d4a-7d36-49f6-a736-957d94e3be43,symE;T2_L3S2P21,11:215;219:277,0
EF1,16d6417d-fc80-44ec-b061-d8c87f05510a,symE;T2_L3S2P21,-3:-246;250:308,0
EF1,65901f37-c1c1-45a1-a6e1-f256f257d040,pac,1:236,0
EF1,91e145ed-e59c-4ef3-ac92-95eb66289d7b,pac,-1:-786,0
EF1,2bfacd7c-91f5-42ee-a5de-598888a5eebc,pac,1:474,0
EF1,b97193e5-fbd0-4079-8282-b2bef64582b8,pac,13:380,0
EF1,ee9ec6b8-fe9b-488b-9a01-7b8a48508a4a,pac,-22:-619,0
EF1,1ad01daf-c89c-4746-8843-278a4babcb2f,pac,-1:-475,0
EF1,d820048e-3f19-44b1-bd46-a6e2fe0cfdcf,pac,1:829,0
EF1,7a31b215-907a-405d-81bd-66ac868c0675,pac,-832:-3345,0
EF1,667dd8e7-3373-4432-a640-a190116ebc4c,T2_L3S2P21;symE,-383:-438;442:712,0
EF1,46e40b95-8ed6-401f-bf91-b1b166e59ddd,pac,-1:-135,0
EF1,36eba569-d4b8-43fc-a690-88aea2a8b7e6,T2_L3S2P21,-3883:-3942,0
EF1,23acbde1-8106-46f3-9005-600ddd4da833,T2_L3S2P21,-273:-334,0
EF1,4d45bbd1-bb15-4add-8cb4-918d9c504211,T2_L3S2P21,-1098:-1157,0
EF2,a36c0d0d-1de3-4dde-ab13-f60201442862,J23113,1502:1536,0
EF2,acb59eb8-1894-4e9b-9dc4-2f70bbf5e6d3,J23116,-1119:-1153,0
EF2,0c81cc81-3324-4a40-8732-565332383901,pac;T1_L3S2P55;J23107;RBSc36;symE;T2_L3S2P21,4:702;706:762;-776:-806;810:840;841:1179;1183:1243,0
EF2,fdc2873d-6174-40b9-b2be-a2e588fe1c00,J23102;RBSc36;pac,1885:1919;1923:1953;1954:2251,0
EF2,0469adb3-86e6-4cfe-9a9c-8deed88c5592,T2_L3S2P21;symE;RBSc36;J23118;T1_L3S2P55,-1:-34;-38:-376;-377:-407;-411:-445;-456:-508,0
EF2,5821c5ee-6e96-49a8-b40c-9123e3a5d0d1,symE;RBSc13;J23113;T1_L3S2P55;pac,-1:-296;-297:-327;-331:-365;-376:-431;-435:-1597,0
EF2,09950408-752f-42bf-be9e-b73721afdf67,J23118;RBSc36;pac;T1_L3S2P55;J23113;symE,1430:1464;1468:1498;1499:4027;4031:4087;4098:4132;4167:4484,0
EF2,dc668585-aa5f-41ea-a980-ca83af828e6d,J23118;RBSc36;pac,1283:1317;1321:1351;1352:3580,0
EF2,f11152b5-51a8-4adc-b644-87b0e24cfc28,symE;RBSc36;J23116;pac,-7:-345;-346:-376;-380:-414;425:2231,0
EF2,d2b8a250-1e2d-4419-8665-d5603c449b9d,pac;RBSc36;J23107,-13:-1046;-1047:-1077;-1081:-1115,0
EF2,2a7bc62c-6b02-4bde-89e3-6de4a45ad91a,pac;RBSc36;J23118;T2_L3S2P21;symE;RBSc58;T1_L3S2P55,-12:-1150;-1151:-1181;-1185:-1219;-3666:-3722;-3728:-4065;-4066:-4096;-4148:-4191,0
EF2,43f2315c-3837-4ccd-9caa-601971d87009,pac;T1_L3S2P55;J23113;RBSc58;symE;T2_L3S2P21,1:555;559:615;626:660;664:694;695:1033;1037:1093,0
EF2,d327f5b0-ae09-4cf7-9d04-a9e565205e10,J23116;RBSc36;pac,804:838;842:872;873:2183,0
EF2,e8e570d0-33b0-4f30-8c0b-7d9e4f020267,pac;RBSc36;J23102,-1:-2443;-2444:-2474;-2478:-2512,0
EF2,65c17300-5977-48cf-a5a1-0c6facd3d9bd,J23107,594:628,0
EF2,4558e475-cd41-4e5c-9fd3-2b13b7e49916,pac;T1_L3S2P55;J23113;RBSc58;symE;T2_L3S2P21;J23107,1:715;719:774;785:819;823:853;854:1192;1196:1256;3707:3741,0
EF2,d1332462-dc90-4738-b8e3-912530e78152,T2_L3S2P21;symE;RBSc44;J23116;T1_L3S2P55;pac,-314:-374;-378:-716;-717:-746;-750:-784;-795:-841;-852:-1376,0
EF2,352afbae-bc04-4f02-8e05-1027d7d9dc03,pac;RBSc36;J23113,-1:-2436;-2437:-2467;-2471:-2505,0
EF2,32689bca-03ff-40b2-a96d-424700a2e645,pac;T1_L3S2P55;J23116;RBSc44;symE;T2_L3S2P21,1:544;548:599;615:649;653:682;683:1021;1025:1080,0
EF2,1efc2260-2f94-4887-b2c0-91f389f16c46,J23116;symE;T2_L3S2P21;J23113;RBSc36;pac,43:77;112:445;449:509;2958:2992;2996:3026;3028:5430,0
EF2,9b4c6049-b917-4c44-9c12-5e480ebe0cc5,pac;RBSc58;symE;T2_L3S2P21;J23102;RBSc36,1:276;379:409;410:741;745:794;3242:3276;3280:3310,0
EF2,6fa3f214-6636-4fb6-b9c2-7c5aff4d94c1,J23113;pac,467:501;537:3009,0
EF2,03786b59-e9c5-4830-a9b2-59bdb75efc43,T1_L3S2P55;J23118;RBSc42;symE,44:99;110:144;148:178;179:517,0
EF2,3c90ed4f-27c2-4393-905a-5fff128abd6a,symE;J23113;T1_L3S2P55;pac;RBSc36,-4:-226;-260:-294;-305:-361;-366:-2904;-2905:-2935,0
EF2,3f213179-ab0b-4cec-a27c-3a49ef35e352,RBSc36;pac;T1_L3S2P55;J23113;RBSc58;symE,540:570;571:3108;3112:3168;3179:3213;3217:3247;3248:3588,0
EF2,65340685-4e8e-4b46-86bd-998206f97969,J23107,671:702,0
EF2,6f5a53ca-2908-4772-b310-ac6e260768b0,J23107,701:735,0
EF2,97a4e964-ebdf-4c08-a2e3-6b48898a1fb2,J23116,647:681,0
EF2,6e90d790-0092-4e4f-b64c-c877620d281f,J23116,2023:2057,0
EF2,3d82b145-c918-4486-a66e-5f4531afb054,J23113,-1562:-1596,0
EF2,9dc2e024-7d2d-44d7-b22a-eca36400099f,J23116;pac;T1_L3S2P55,2058:2092;2128:4659;4663:4720,0
EF2,d3612de8-9448-4a4f-858c-71b9ace301d3,RBSc58;symE;T2_L3S2P21;J23113;pac;T1_L3S2P55,-59:-86;87:421;425:485;2915:2949;2985:5499;5503:5544,0
EF2,564a5beb-df2d-4e3b-9355-452be91ea2aa,symE;J23107;T1_L3S2P55;pac;RBSc36;J23113,-2398:-2736;-2771:-2805;-2814:-2863;-2872:-5402;-5403:-5433;-5437:-5469,0
EF2,39e55847-e5bf-4285-9765-214f85e6b122,T2_L3S2P21;RBSc36;pac;T1_L3S2P55;J23116;RBSc58;symE,244:304;2786:2816;2817:5350;5354:5410;5421:5455;5459:5489;5490:5580,0
EF2,e28d3dfd-2df8-4979-bcee-affc6d3843db,pac;J23116,-1:-719;-753:-787,0
EF2,da956e91-83d6-4e2e-bdf9-2be30b2c6719,J23107,-1152:-1186,0
EF2,b11d37dc-9dc0-4e75-8ad1-7fe82f348970,J23107;RBSc36,1332:1366;1370:1400,0
EF2,2c596424-0512-41f8-89ea-2c32921afded,pac;T1_L3S2P55;J23107;RBSc36;symE;T2_L3S2P21,2:176;180:236;247:281;285:315;316:653;657:717,0
EF2,2970306d-8d81-4c05-91e1-3a0e065819ba,J23107;RBSc36;symE,13:47;51:81;82:417,0
EF2,bd1eac84-845f-4899-93f0-3eefcebb0383,pac;T1_L3S2P55;J23116;RBSc44;symE,1:629;633:689;700:734;738:767;768:1106,0
EF2,f76fccc9-b22d-4fd7-b9af-6fbfe0298778,pac;RBSc36;J23113,-1:-416;-417:-447;-451:-485,0
EF2,fc7356c2-8d40-4b7d-b934-d7d1b94bd55b,T2_L3S2P21;symE;RBSc36;J23116;T1_L3S2P55;pac,-372:-432;-436:-774;-775:-805;-809:-843;-854:-900;911:2533,0
EF2,01bce9b1-5713-42c7-9ec6-9a26a60202ec,J23113,1546:1580,0
EF2,f4bcc93b-4aa3-461e-a117-44dec89a09d9,pac;T1_L3S2P55;J23100,1:430;434:490;501:535,0
EF2,4e0c4267-e491-404d-a3bb-c9f8eceb11e9,J23116,-51:-85,0
EF2,74bbb366-f509-48d2-909e-2713aaf33935,J23113;T2_L3S2P21;symE;T1_L3S2P55;pac,-35:-69;-2512:-2573;-2576:-2912;-2925:-2974;-2978:-5500,0
EF2,e27e7cfd-a98b-4978-8a13-f59cafb36eab,pac;T1_L3S2P55;J23118;RBSc36;symE;T2_L3S2P21,1:175;179:235;246:280;284:314;315:653;657:716,0
EF2,ae8aceb3-0bed-4b62-b7a1-1ed14ef299ec,pac;RBSc36;J23116,-1:-1987;-1988:-2018;-2022:-2056,0
EF2,61555ec0-4944-46a2-aacf-198875a1225d,pac;RBSc36;J23118,-1:-2112;-2113:-2143;-2147:-2181,0
EF2,b901fb17-4aaa-46a4-8ae2-84f25c63684a,RBSc36;J23113;T2_L3S2P21;symE;J23116;T1_L3S2P55;pac,-2031:-2061;-2065:-2099;-4550:-4610;-4614:-4952;-4987:-5019;-5032:-5088;-5092:-5588,0
EF2,078c30c7-fcdc-49e0-977e-ecbcd1356c6b,J23116,1295:1329,0
EF2,a5aa8007-2aab-4f8c-a2d6-5a4053df2ff7,T2_L3S2P21;symE;J23118;T1_L3S2P55;pac;RBSc36;J23116,-1047:-1107;-1111:-1449;-1483:-1517;-1528:-1584;-1588:-4124;-4125:-4155;-4159:-4193,0
EF2,fcb5f0df-f0a6-4545-8ba2-d1dc221b9eb9,pac;T1_L3S2P55;J23100;RBSc36;symE,1:1302;1306:1362;1373:1407;1411:1441;1442:1566,0
EF2,16055388-e632-4504-98ae-e54b2493e724,J23116;RBSc36;pac;T1_L3S2P55;J23118;RBSc42;symE;T2_L3S2P21,1401:1435;1439:1467;1470:4007;4011:4066;4077:4111;4115:4145;4146:4485;4489:4544,0
EF2,6334bfb3-8b11-457e-b23a-f76da9011f6a,T2_L3S2P21;symE;RBSc36;J23116;T1_L3S2P55;pac,-196:-256;-260:-597;-598:-628;-632:-666;-677:-733;-737:-2083,0
EF2,da049a1a-9c36-472b-b189-bec6a800b4b4,J23102;RBSc44;symE;T2_L3S2P21,869:903;1152:1181;1182:1516;1520:1577,0
EF2,c4577d4d-18ce-4620-a100-443c1701d3cf,J23116,-357:-391,0
EF2,b0340724-36d6-4ed3-bf27-d2651e093d1d,J23113,1870:1904,0
EF2,6c242a78-42ab-4732-9cbe-1c114a8291a1,J23113,340:374,0
EF2,c99bf72c-222b-47ea-9640-769223bc90b4,symE;RBSc36;J23116,-4:-86;-87:-117;-121:-155,0
EF2,bd405feb-850b-4801-936a-24d3cb63b0df,J23107,395:429,0
EF2,0fd68544-64c3-4953-bf94-954a333b0478,pac;RBSc36;J23113,-4:-92;-93:-123;-127:-161,0
EF2,e4bd9536-952f-4808-867a-007ab97bf7ec,pac;T1_L3S2P55;J23116;symE;T2_L3S2P21;RBSc36,1:679;683:739;750:784;819:1157;1164:1222;3708:3738,0
EF2,5369a215-6f5f-4306-a3e8-e7da37118c28,T1_L3S2P55;pac;RBSc36;J23116,-64:-120;-124:-2664;-2665:-2695;-2699:-2733,0
EF2,07ee2242-eeda-4311-a228-6674759ad2fa,J23116,378:412,0
EF2,a50857b4-412c-499e-bdc8-5c74a96ac834,J23116,494:528,0
EF2,fcfafb20-0e8f-4f43-8521-5988d4998e58,J23113,617:651,0
EF2,f7b33533-5982-4d7f-84a9-c558b3f12075,J23118,575:609,0
EF2,41f84e1f-ba00-448a-b791-9b9af11a5fb3,RBSc36;J23107;T2_L3S2P21;symE;RBSc13;T1_L3S2P55;pac,-2440:-2470;-2474:-2508;-4940:-4998;-5003:-5341;-5342:-5372;-5418:-5464;-5477:-5570,0
EF2,f376ea1d-fcfa-4296-8595-9b0ec742e260,RBSc36;J23113;T2_L3S2P21;symE;RBSc58;T1_L3S2P55;pac,-1433:-1463;-1467:-1501;-3944:-4004;-4008:-4343;-4344:-4374;-4423:-4479;-4483:-5563,0
EF2,3b2c7121-16c8-422d-87e6-0f09250af7b8,pac;T1_L3S2P55;J23116;symE,1:470;474:525;541:575;607:740,0
EF2,890c8581-3bd2-4aac-b205-15dde0557580,T1_L3S2P55;J23113;J23118;RBSc36;pac,1544:1600;1611:1645;4112:4146;4150:4180;4181:5164,0
EF2,97b3b790-8efb-49c0-8302-0610302f9d0c,symE;J23113;T1_L3S2P55;pac,-1:-317;-352:-386;-397:-452;-456:-1886,0
EF2,521a7a19-c083-4c2a-a098-a3f507701741,pac;T1_L3S2P55;J23113;RBSc58;symE,-8:-1958;1963:2018;2029:2063;2067:2097;2098:2340,0
EF2,50a043dd-7b1b-48d4-a86f-fce209f76b28,J23116,1126:1157,0
EF2,19d5270d-52c8-46f7-add2-81a95f0e6576,J23116,-273:-307,0
EF2,bf121131-1d6e-4ebd-afcc-89f619416c32,J23113;RBSc36;pac,563:597;601:631;632:2290,0
EF2,c3904f8d-e2fc-4224-b93b-fb3bb1022c5b,pac;RBSc36;J23116,-1:-449;-450:-480;-484:-518,0
EF2,485eeb9f-8488-44ff-9ccc-e745cd61282f,J23113;RBSc36;pac;T1_L3S2P55;J23107;RBSc42;symE;T2_L3S2P21,712:746;750:780;781:3320;3324:3380;3391:3425;3429:3459;3460:3798;3802:3862,0
EF2,d8dbb0e2-6684-40b5-8ac9-cc62d8a7ff39,pac;RBSc36;J23107,-18:-139;-140:-170;-174:-208,0
EF2,8483dc29-5e40-4385-81cf-cfb6ef3eec38,J23107,354:388,0
EF2,3abff659-7f45-49e9-8ede-b19b5634e569,J23118;T1_L3S2P55;pac,-24:-56;-67:-123;-127:-535,0
EF2,0f5117d7-9f7d-485c-8b5f-795929f4aff5,T1_L3S2P55;J23107;symE;T2_L3S2P21;J23116;RBSc36;pac,2153:2209;2221:2254;2289:2627;2631:2691;5132:5166;5170:5200;5201:5579,0
EF2,e5ad86ad-75d0-4d96-ad4f-2c9d1dcf7a89,pac;T1_L3S2P55;J23102;RBSc36;symE;T2_L3S2P21,1:566;570:632;643:677;681:711;712:1051;1055:1116,0
EF2,3f5f11d2-8df9-4fb2-a12a-009ae2805708,T2_L3S2P21;symE;pac;RBSc36;J23116,-1627:-1685;-1689:-2029;-2104:-4635;-4636:-4666;-4670:-4704,0
EF2,6651667a-df58-4912-884b-310b859a493e,symE;RBSc13;J23113,-1:-131;-132:-162;-166:-200,0
EF2,3269a449-45c6-47d6-ac1d-7f5ae31c08b8,J23107,-485:-519,0
EF2,296c5210-e337-4698-8e67-fed557d5f181,J23102;RBSc36;pac,1650:1684;1688:1718;1719:1973,0
EF2,7043228c-9eb4-4960-8185-bafce990e0b4,J23116,2046:2080,0
EF2,272de185-753d-405d-9573-1c10c7a0bea4,symE;RBSc36;J23107;T1_L3S2P55;pac,-330:-668;-669:-699;-703:-737;-748:-804;808:2674,0
EF2,42da09b7-d1aa-4016-9866-8d32cb2c3d4d,J23107;T1_L3S2P55;pac,-1:-35;-46:-102;-106:-404,0
EF2,e02c1a9e-1a28-42ce-b81f-33365b3b22f4,RBSc36;pac;T1_L3S2P55;J23116,9:39;40:2576;2580:2636;2647:2681,0
EF2,2f0701cc-a0e8-481b-8aa3-935e31c9cbcd,J23107,32:66,0
EF2,e4eae788-9e48-419d-8ec9-82fab5f1241d,J23102,1206:1240,0
EF2,7c486736-2f65-41dd-8dc4-28e1c4ddd37c,T2_L3S2P21;symE;RBSc44;J23116;T1_L3S2P55;pac;J23113,-2263:-2320;-2330:-2658;-2659:-2688;-2692:-2726;-2737:-2793;-2797:-5341;-5374:-5408,0
EF2,3353d557-7c2d-4618-bf2d-aed49da74c0b,pac;T1_L3S2P55;J23107;RBSc58;symE,-1:-1754;1758:1814;1826:1860;1864:1894;1895:1941,0
EF2,fbb41441-f6e3-4473-8269-1c2d6668c0ef,pac;symE;RBSc36;J23107;T1_L3S2P55,-328:-943;-3452:-3790;-3791:-3821;-3825:-3859;-3870:-3926,0
EF2,a3588fb9-8356-456c-866e-ae62e3950ed2,pac;RBSc36;T2_L3S2P21;symE;J23107;T1_L3S2P55,-1:-2527;-2528:-2558;-5041:-5101;-5105:-5443;-5478:-5512;-5522:-5573,0
EF2,92740351-cec9-478d-863b-e7e83a785df7,J23113;RBSc36;pac,679:713;717:747;748:3241,0
EF2,5e17a146-ed03-43bc-a041-efab6683070c,pac;RBSc36;J23113,-9:-2547;-2548:-2578;-2582:-2616,0
EF2,d5d69431-f7bc-477d-a87e-3aecc5c1504d,symE;RBSc13;J23113;T1_L3S2P55;pac,-1:-98;-99:-129;-133:-167;-178:-234;-238:-850,0
EF2,5a32301d-c12e-4355-a369-caffd2d41f95,pac;T1_L3S2P55;J23113;RBSc58;symE,1:306;310:366;377:411;415:445;446:504,0
EF2,c1cfc931-5809-4baa-b45f-f727a2b65c54,T2_L3S2P21;symE;RBSc58;J23107;T1_L3S2P55;pac,-1585:-1644;-1648:-1989;-1990:-2020;-2024:-2058;-2069:-2115;-2126:-2317,0
EF2,dd949181-1918-4699-a55d-b467a42f09c9,J23116,1132:1166,0
EF2,83fe7f07-0caf-428c-9df8-acbeb12777a2,T2_L3S2P21;symE;RBSc36;J23113;T1_L3S2P55;pac,-1911:-1971;-1975:-2314;-2315:-2345;-2349:-2383;-2394:-2440;-2453:-3850,0
EF2,c00f8a48-2920-4fe9-9d61-e1492269dd4d,pac;T1_L3S2P55;J23118;RBSc36;symE,2:965;969:1024;1035:1069;1073:1103;1104:1407,0
EF2,d0c5c4e0-c1d3-43e3-87ea-08f6e9da1101,T2_L3S2P21;symE;RBSc42;J23118;T1_L3S2P55;pac;RBSc36,-798:-856;-860:-1199;-1200:-1230;-1234:-1268;-1279:-1333;-1340:-3871;-3872:-3902,0
EF2,9f0379b9-ee43-404d-862a-ad8d824c4b2e,T2_L3S2P21;symE;RBSc36;J23107;J23102,-2232:-2288;-2298:-2626;-2628:-2657;-2661:-2695;-2907:-2941,0
EF2,e00f3ee2-666b-4f51-984d-750155bcd727,pac;RBSc36;J23118,-1:-1262;-1263:-1293;-1297:-1331,0
EF2,cc826c83-ddd3-4a16-94a3-b996fcf6b55d,pac;T1_L3S2P55;J23116;RBSc13,3:98;102:154;169:203;207:237,0
EF2,a1f9b231-a870-4f22-a3d4-cb3a91d18d97,pac;RBSc36;J23113,-9:-981;-982:-1012;-1016:-1050,0
