experiment,read,sequence,start_flank,end_flank,read_length
EF1,c4e169cc-70de-44ca-b9ea-0a25064819a7,1:915-no_hits;916:950-J23113;954:984-RBSc36;985:1081-pac;1082:1081-no_hits,915,0,1081
EF1,774d1fde-02cd-4d86-b70f-f7cd1d312a06,1:190-no_hits;191:225-J23107;226:896-no_hits,190,671,896
EF1,c2591052-19a9-471b-afee-6ac9b614a10b,1:689-no_hits;690:724-J23107;725:895-no_hits,689,171,895
EF1,7f4aa6c1-e2db-4433-bd4c-0fb94332211e,1:296-no_hits;297:331-J23118;335:365-RBSc36;366:2902-pac;2906:2962-T1_L3S2P55;2973:3007-J23116;3043:3380-symE;3384:3444-T2_L3S2P21;3445:3796-no_hits,296,352,3796
EF1,0e66d638-70d0-4166-9521-7aef80defef7,1:1265-no_hits;1266:1300-J23116;1301:2224-no_hits,1265,924,2224
EF1,fc37170e-bf9d-48eb-bb91-2d7e53cf1b8e,1:1424-no_hits;1425:3962-pac;3975:4019-T1_L3S2P55;4030:4064-J23107;4068:4098-RBSc36;4099:4437-symE;4441:4500-T2_L3S2P21;4501:5565-no_hits,1424,1065,5565
EF1,0842698d-c3da-40b8-8d5d-3f86140dca52,1:901-no_hits;902:936-J23116;940:970-RBSc36;971:1891-pac;1892:1891-no_hits,901,0,1891
EF1,fa6217f4-b71b-495d-9b37-7edc4ced5964,1:160-no_hits;161:195-J23116;196:2237-no_hits,160,2042,2237
EF1,b6271048-ea1f-48cf-8926-e10e419ef485,1:508-no_hits;509:543-J23107;544:2237-no_hits,508,1694,2237
EF1,623173b1-d7ab-4620-8e9f-8c35f33d5d28,1:1122-pac;1126:1181-T1_L3S2P55;1192:1226-J23116;1261:1596-symE;1600:1629-T2_L3S2P21;4088:4122-J23102;4126:4156-RBSc36;4157:5557-no_hits,0,1401,5557
EF1,c7daa183-8b88-4cce-9404-4fb1d4d6f451,1:1129-no_hits;1130:1164-J23116;1165:1331-no_hits,1129,167,1331
EF1,ac1c87cb-6828-45f4-8d38-12030a7e26c9,1:515-no_hits;516:544-J23113;545:1674-no_hits,515,1130,1674
EF1,cd704f9a-888b-4ab9-a5a0-7362bcb93d78,1:323-no_hits;324:384-T2_L3S2P21;394:725-symE;759:788-J23113;789:818-no_hits,323,30,818
EF1,8ac50a8a-4318-45d2-baea-fc980e89fdfb,1:3-no_hits;4:38-J23118;39:1927-no_hits,3,1889,1927
EF1,aaecb7cc-2317-46d0-91c2-fc2a5d143233,1:1479-no_hits;1480:1536-T1_L3S2P55;1547:1581-J23107;1585:1615-RBSc58;1616:1954-symE;1958:2017-T2_L3S2P21;4499:4529-RBSc36;4530:5578-pac;5579:5578-no_hits,1479,0,5578
EF1,f9fff679-2981-4f93-a2ef-8f6e358ff358,1:434-no_hits;435:469-J23116;503:1128-pac;1129:1134-no_hits,434,6,1134
EF1,611f7860-c66b-4136-84e7-15cddc6fb872,1:232-no_hits;233:267-J23116;268:1550-no_hits,232,1283,1550
EF1,aa954857-4506-4cdc-aa58-46f856893a66,1:520-no_hits;521:555-J23113;556:1007-no_hits,520,452,1007
EF1,c20f5b3c-06c5-49ba-9b41-558561fc239f,1:674-pac;685:719-J23116;723:753-RBSc33;754:1092-symE;3525:3559-J23118;3563:3593-RBSc36;3594:5436-no_hits,0,1843,5436
EF1,df7f5a76-bbd2-4658-8366-bae28b56454b,1:113-pac;117:167-T1_L3S2P55;183:217-J23107;221:251-RBSc58;252:590-symE;594:653-T2_L3S2P21;654:949-no_hits,0,296,949
EF1,0715c31b-95fb-4ea3-8a54-439d91ae1722,1:584-pac;588:644-T1_L3S2P55;655:690-J23113;727:1065-symE;1069:1128-T2_L3S2P21;1129:2055-no_hits,0,927,2055
EF1,aff2deae-982b-4af1-a034-386ac06988ff,1:1479-no_hits;1480:1514-J23116;1515:2193-no_hits,1479,679,2193
EF1,b63e95e7-f023-4dea-bd78-b5fa25078229,1:1204-no_hits;1205:1239-J23100;1250:1305-T1_L3S2P55;1309:3851-pac;3852:3882-RBSc36;3886:3920-J23116;3921:5596-no_hits,1204,1676,5596
EF1,51bd778c-dbcb-4a37-8fe1-20d63900caf6,1:1677-no_hits;1678:1720-T2_L3S2P21;1746:2082-symE;2083:2113-RBSc36;2117:2151-J23107;2162:2218-T1_L3S2P55;2219:2242-no_hits,1677,24,2242
EF1,8b2dc029-d876-4987-a575-2e2822e1857c,1:1733-no_hits;1734:1790-T1_L3S2P55;1839:1869-RBSc42;1870:2208-symE;2212:2267-T2_L3S2P21;4714:4748-J23113;4782:5076-pac;5077:5097-no_hits,1733,21,5097
EF1,e5c97957-7f56-439f-b0e7-041f91d4c40c,1:625-no_hits;626:660-J23102;664:694-RBSc36;695:728-no_hits,625,34,728
EF1,59229a75-80b3-4e13-ad64-93997f1915a1,1:230-no_hits;231:265-J23116;266:616-no_hits,230,351,616
EF1,d0fc331c-942c-42da-b120-860576914a02,1:2273-no_hits;2274:2308-J23118;2312:2342-RBSc36;2343:3453-pac;3454:3456-no_hits,2273,3,3456
EF1,0c89c93a-e847-4382-b675-e74a40b10722,1:72-no_hits;73:107-J23102;318:352-J23113;356:386-RBSc36;387:724-symE;728:777-T2_L3S2P21;778:777-no_hits,72,0,777
EF1,146568a8-493e-446c-bed2-30c7863e18c1,1:15-no_hits;16:305-pac;306:336-RBSc36;340:374-J23113;375:389-no_hits,15,15,389
EF1,4d6d8ed2-f8c8-43c6-997f-317530e60bed,1:418-pac;422:478-T1_L3S2P55;489:523-J23113;527:557-RBSc13;558:896-symE;900:959-T2_L3S2P21;3398:3432-J23116;3436:3466-RBSc36;3467:5575-no_hits,0,2109,5575
EF1,81da8b7f-798a-4a00-b889-d4ce68eec24a,1:1797-no_hits;1798:1832-J23116;1833:2242-no_hits,1797,410,2242
EF1,076d7785-e49f-4d40-af5e-ba9a58dd93e7,1:58-no_hits;59:89-RBSc36;93:127-J23113;128:1117-no_hits,58,990,1117
EF1,6884ded1-601c-41fe-834d-a4412a0b0684,1:2483-no_hits;2484:2822-symE;2823:2853-RBSc36;2859:2893-J23107;2966:3000-J23116;3001:3008-no_hits,2483,8,3008
EF1,ff6e44e1-f451-42ac-bf49-29b9d5c4033f,1:858-no_hits;859:893-J23116;894:1562-no_hits,858,669,1562
EF1,e0fd491b-f5ab-4f5b-983c-9a276cb6de3a,1:547-pac;548:578-RBSc36;582:611-J23113;3055:3114-T2_L3S2P21;3118:3456-symE;3457:3487-RBSc42;3491:3525-J23107;3536:3591-T1_L3S2P55;3592:5571-no_hits,0,1980,5571
EF1,60992808-bb23-4052-9718-20728ecc1bcf,1:184-no_hits;185:245-T2_L3S2P21;249:589-symE;623:657-J23107;668:722-T1_L3S2P55;723:3257-pac;3258:3288-RBSc36;3292:3326-J23118;3327:5547-no_hits,184,2221,5547
EF1,affbcb1d-89e9-4b17-9dd7-66c2f927eb5a,1:6-no_hits;7:121-symE;125:184-T2_L3S2P21;2630:2664-J23113;2668:2698-RBSc36;2699:5239-pac;5243:5294-T1_L3S2P55;5310:5344-J23107;5348:5378-RBSc58;5379:5576-no_hits,6,198,5576
EF1,b5603fdf-5baf-41d9-bc88-84fef4092c24,1:1178-no_hits;1179:1209-RBSc36;1213:1245-J23100;1258:1314-T1_L3S2P55;1318:1838-pac;1839:1838-no_hits,1178,0,1838
EF1,5375377d-e908-4ff7-8e5d-5fba943cc662,1:2234-no_hits;2235:2269-J23113;4696:4757-T2_L3S2P21;4761:5096-symE;5101:5131-RBSc42;5178:5223-T1_L3S2P55;5236:5537-pac;5538:5537-no_hits,2234,0,5537
EF1,d437b2c7-34b5-4c64-ac35-04520d774766,1:1908-no_hits;1909:1943-J23116;1944:2234-no_hits,1908,291,2234
EF1,b85cdccd-a686-4e40-a2e7-c4401f9aecfd,1:503-no_hits;504:538-J23113;542:572-RBSc36;573:2825-pac;2826:2838-no_hits,503,13,2838
EF1,b5281d47-ab27-4477-9562-51247ccd8d4f,1:905-no_hits;906:940-J23116;944:974-RBSc36;975:2417-pac;2418:2417-no_hits,905,0,2417
EF1,963237ba-6ac8-4025-92a1-7e2727fad9b6,1:303-no_hits;304:338-J23107;339:370-no_hits,303,32,370
EF1,3557802a-e856-4ccb-bfe9-b85a712ffd7f,1:354-no_hits;355:389-J23118;393:423-RBSc36;424:2264-pac;2265:2264-no_hits,354,0,2264
EF1,5e6e5a21-db04-4d13-bc07-d3bd726f181f,1:1996-no_hits;1997:2031-J23118;2032:2061-no_hits,1996,30,2061
EF1,44e5525e-f674-472b-8718-9421d2296434,1:471-pac;475:531-T1_L3S2P55;611:946-symE;950:1010-T2_L3S2P21;3453:3487-J23113;3491:3521-RBSc36;3522:4679-no_hits,0,1158,4679
EF1,444144f8-3391-4175-8577-93385737ba5e,1:1397-no_hits;1398:1458-T2_L3S2P21;1463:1797-symE;1799:1828-RBSc58;1876:1928-T1_L3S2P55;1934:4473-pac;4474:4504-RBSc36;4508:4542-J23107;4543:5577-no_hits,1397,1035,5577
EF1,3b5622e8-d1cf-42e7-bdb6-728cf33f9f5a,1:153-symE;187:221-J23113;232:288-T1_L3S2P55;292:451-pac;452:451-no_hits,0,0,451
EF1,6f1bb11b-1f50-4e16-9252-320e2f4ab8d1,1:832-no_hits;833:867-J23116;868:964-no_hits,832,97,964
EF1,506fb30b-9e96-4272-8612-205e3221e3c8,1:1339-no_hits;1340:1374-J23113;1375:2237-no_hits,1339,863,2237
EF1,6f6d24ce-c4db-41a8-998d-3e3f19452281,1:922-no_hits;923:957-J23116;958:2217-no_hits,922,1260,2217
EF1,ef0ab1e5-3292-4948-89c4-e5900bdf702d,1:694-no_hits;695:729-J23116;730:2239-no_hits,694,1510,2239
EF1,477e405d-7f20-4e72-98d1-1d493954a13d,1:708-no_hits;709:743-J23116;744:2234-no_hits,708,1491,2234
EF1,eca6c194-df16-4531-a331-eb327c4035c6,1:1216-pac;1220:1276-T1_L3S2P55;1287:1321-J23116;1325:1355-RBSc36;1356:1694-symE;1698:1758-T2_L3S2P21;1759:2744-no_hits,0,986,2744
EF1,3aac7fad-f5a0-41da-a5d6-d18a1e1c27f1,1:129-pac;130:160-RBSc36;164:195-J23116;2650:2709-T2_L3S2P21;2713:3051-symE;3052:3082-RBSc13;3086:3120-J23113;3131:3187-T1_L3S2P55;3188:4386-no_hits,0,1199,4386
EF1,9cb1fe86-229d-4850-ade7-ca3f85d758c0,1:3-no_hits;4:1259-pac;1263:1317-T1_L3S2P55;1328:1362-J23116;1366:1396-RBSc36;1403:1737-symE;1741:1801-T2_L3S2P21;1802:2066-no_hits,3,265,2066
EF1,745541f8-6560-4c58-b261-5e24e2c1ed5c,1:386-no_hits;387:421-J23116;422:571-no_hits,386,150,571
EF1,b330054a-0257-49bf-8614-aa8f27db462a,1:1987-no_hits;1988:2022-J23102;2026:2056-RBSc36;2057:2395-symE;2399:2459-T2_L3S2P21;2460:3146-no_hits,1987,687,3146
EF1,ccaf494a-58c5-41e8-a816-528766885f62,1:432-pac;433:463-RBSc36;467:501-J23116;502:916-no_hits,0,415,916
EF1,97053906-6a69-4129-af2a-ad101736451d,1:134-no_hits;135:169-J23116;170:599-no_hits,134,430,599
EF1,850d3bf9-f958-47b2-82a5-ff4a949f8938,1:384-no_hits;385:419-J23116;423:453-RBSc36;454:1288-pac;1289:1288-no_hits,384,0,1288
EF1,4e27eca7-8cd5-483e-805c-90a6dd784e19,1:817-pac;818:848-RBSc36;852:886-J23118;3321:3381-T2_L3S2P21;3385:3687-symE;3688:3687-no_hits,0,0,3687
EF1,bae1291a-3587-4bbe-a2dc-5ffa98f8b674,1:1611-no_hits;1612:1646-J23116;1647:2231-no_hits,1611,585,2231
EF1,36523e2f-e0f3-4fc2-8c70-ccb6e4d4d5c9,1:103-pac;107:163-T1_L3S2P55;174:208-J23100;212:242-RBSc42;243:580-symE;584:633-T2_L3S2P21;634:2292-no_hits,0,1659,2292
EF1,5ff14090-418b-4a39-b735-9386b3bae321,1:1861-no_hits;1862:1896-J23116;1897:2216-no_hits,1861,320,2216
EF1,b84f5624-3d78-4bed-9b9d-79a62762f73f,1:1866-no_hits;1867:1901-J23102;2113:2147-J23107;2151:2181-RBSc58;2182:2520-symE;2524:2582-T2_L3S2P21;2583:2863-no_hits,1866,281,2863
EF1,3e1e213f-84f6-44d4-8a42-49fe236810b7,1:791-no_hits;792:826-J23116;827:2226-no_hits,791,1400,2226
EF1,97dec22b-d58f-4413-b9bd-463cbe40cf77,1:958-no_hits;959:993-J23116;994:1148-no_hits,958,155,1148
EF1,5f470bf1-ee2c-4d4f-a229-4804e88cbf83,1:2183-no_hits;2184:2226-T1_L3S2P55;2276:2306-RBSc42;2307:2647-symE;2651:2712-T2_L3S2P21;5144:5178-J23113;5182:5212-RBSc36;5213:5585-pac;5586:5585-no_hits,2183,0,5585
EF1,5b3917c5-97fe-4a00-8a37-5f4439ca7724,1:1290-pac;1291:1321-RBSc36;1325:1359-J23118;1360:1957-no_hits,0,598,1957
EF1,f42466b7-bd7d-442f-9324-bc8fe8bfdc3f,1:1855-no_hits;1856:1890-J23113;1894:1924-RBSc36;1925:4274-pac;4275:4275-no_hits,1855,1,4275
EF1,efdfcf80-3976-4810-a8c5-8aad0e279255,1:1379-no_hits;1380:1414-J23116;1415:2233-no_hits,1379,819,2233
EF1,dee71fcb-fe31-447a-a2b9-17d2434ec11e,1:1695-no_hits;1696:1730-J23116;1731:2366-no_hits,1695,636,2366
EF1,85623fc1-062d-44bf-8fe2-142e3916b0ca,1:9-no_hits;10:2017-pac;2055:2089-J23113;2090:3381-no_hits,9,1292,3381
EF1,b5fb45ee-0b75-4156-9a9c-7e7156825ee6,1:298-pac;299:329-RBSc36;333:367-J23100;2807:2867-T2_L3S2P21;2871:3209-symE;3244:3278-J23113;3289:3345-T1_L3S2P55;3346:4026-no_hits,0,681,4026
EF1,c223024c-e526-4931-8e17-f4d8aa64a93c,1:2117-no_hits;2118:2152-J23107;2153:2234-no_hits,2117,82,2234
EF1,766725f4-074a-4c00-aeeb-6a056ebd81f5,1:270-no_hits;271:328-T2_L3S2P21;332:670-symE;671:701-RBSc36;705:739-J23107;750:806-T1_L3S2P55;810:2832-pac;2833:2832-no_hits,270,0,2832
EF1,625a9fa5-dafd-46e3-9797-ae93540f0ea1,1:566-no_hits;567:601-J23102;637:3171-pac;3175:3231-T1_L3S2P55;3242:3276-J23118;3280:3310-RBSc42;3311:3649-symE;3653:3713-T2_L3S2P21;3714:5574-no_hits,566,1861,5574
EF1,fd5fe89d-4830-491d-9880-13713e40749b,1:1151-no_hits;1152:1212-T2_L3S2P21;1216:1553-symE;1554:1584-RBSc58;1588:1622-J23107;1636:1688-T1_L3S2P55;1692:4234-pac;4235:4265-RBSc36;4266:5586-no_hits,1151,1321,5586
EF1,b0b42291-43a2-43a0-84ad-9f8d9eee2c78,1:2349-no_hits;2350:2384-J23116;2419:2758-symE;2762:2821-T2_L3S2P21;2822:3097-no_hits,2349,276,3097
EF1,534f0e30-5ce1-462a-aeaf-dc6af4d8d6a6,1:1413-pac;1447:1481-J23116;1482:3184-no_hits,0,1703,3184
EF1,8d1bcc23-fa64-4b1e-9a93-d8d4c3dc6880,1:158-no_hits;159:193-J23102;2640:2700-T2_L3S2P21;2704:3040-symE;3041:3078-no_hits,158,38,3078
EF1,d6368521-7e6d-4578-8c01-71951979c308,1:782-no_hits;783:817-J23116;818:955-no_hits,782,138,955
EF1,228c3536-8fd8-4a97-a5f1-bb742a4f25ae,1:2018-no_hits;2019:2075-T1_L3S2P55;2083:2417-symE;2421:2475-T2_L3S2P21;4922:4956-J23107;4960:4990-RBSc36;4991:5495-pac;5496:5500-no_hits,2018,5,5500
EF1,1f0554af-d252-4aef-92d2-f81e33007ef6,1:817-pac;818:848-RBSc36;852:886-J23118;887:1620-no_hits,0,734,1620
EF1,9ae74d87-30a2-4e13-b148-b5b9b1a5ca0b,1:332-no_hits;333:393-T2_L3S2P21;397:735-symE;736:766-RBSc36;770:804-J23107;815:871-T1_L3S2P55;875:3027-pac;3028:3027-no_hits,332,0,3027
EF1,ec967c1f-c6cc-4c0e-9cc7-9133b41cc855,1:297-no_hits;298:358-T2_L3S2P21;362:702-symE;703:733-RBSc36;737:771-J23107;772:930-no_hits,297,159,930
EF1,25f759dc-1356-4409-9c4c-03f3e8810ef4,1:776-no_hits;777:811-J23118;815:845-RBSc36;846:1631-pac;1632:1633-no_hits,776,2,1633
EF1,6dee0a9c-9f07-432d-98f7-6f814c237d64,1:442-no_hits;443:504-T2_L3S2P21;508:846-symE;847:877-RBSc36;881:915-J23116;926:982-T1_L3S2P55;986:3271-pac;3272:3271-no_hits,442,0,3271
EF1,5a4a4a83-1b36-44f6-aa6e-c48f261aad31,1:1359-no_hits;1360:1394-J23116;1507:1537-RBSc36;1538:1876-symE;1880:1939-T2_L3S2P21;1940:3009-no_hits,1359,1070,3009
EF1,d4673be0-55a0-4c5d-a969-65b931f15cb7,1:835-pac;839:895-T1_L3S2P55;906:940-J23107;978:1286-symE;1287:1307-no_hits,0,21,1307
EF1,076172b7-781b-4570-8b7d-57abc8e0029d,1:188-no_hits;189:223-J23113;227:257-RBSc36;258:1156-pac;1157:1160-no_hits,188,4,1160
EF1,de80df6a-7d87-442d-8455-4acf7148bd86,1:2380-no_hits;2381:2411-RBSc36;2414:2448-J23100;4889:4948-T2_L3S2P21;4952:5290-symE;5325:5359-J23107;5370:5426-T1_L3S2P55;5430:5572-pac;5573:5572-no_hits,2380,0,5572
EF1,e4c32dc9-4f4a-4295-b8d6-9c5363180a61,1:1218-no_hits;1219:1253-J23116;1254:1945-no_hits,1218,692,1945
EF1,a9d50d20-cc4b-4d72-b7ee-fa264ec1554f,1:959-no_hits;960:1019-T2_L3S2P21;1032:1361-symE;1362:1392-RBSc42;1396:1430-J23118;1441:1487-T1_L3S2P55;1502:2207-pac;2208:2208-no_hits,959,1,2208
EF1,c7945404-f307-4b90-acc9-cb3791b8ee12,1:330-no_hits;331:365-J23107;366:2230-no_hits,330,1865,2230
EF1,3effbcb5-4a53-4f56-b6f1-15d58ece9733,1:2407-pac;2411:2467-T1_L3S2P55;2478:2509-J23113;2543:2878-symE;2882:2943-T2_L3S2P21;2944:3366-no_hits,0,423,3366
EF1,fc90cc7c-cc35-44a9-bcd2-eef7010e76eb,1:358-pac;362:418-T1_L3S2P55;429:463-J23107;467:497-RBSc58;498:838-symE;842:902-T2_L3S2P21;903:2537-no_hits,0,1635,2537
EF1,99c76303-15c2-4e52-9e35-5eef18f8b69d,1:384-no_hits;385:419-J23116;420:557-no_hits,384,138,557
EF1,b673727f-0464-46ae-a5e1-5a562173c619,1:243-symE;244:274-RBSc42;278:307-J23107;325:371-T1_L3S2P55;379:1614-pac;1615:1617-no_hits,0,3,1617
EF1,1ef20c4b-5d9d-4aa9-977c-4a706df8d097,1:620-pac;624:680-T1_L3S2P55;760:1095-symE;3573:3607-J23107;3611:3641-RBSc36;3642:5530-no_hits,0,1889,5530
EF1,a0a4b77c-315e-4938-a435-29cd7a8b741d,1:1743-no_hits;1744:1778-J23100;1782:1812-RBSc36;1813:3218-pac;3219:3218-no_hits,1743,0,3218
EF1,8eb04059-d02b-419e-8728-802bd83ba611,1:77-no_hits;78:112-J23102;113:962-no_hits,77,850,962
EF1,bceee81b-e3a5-4a6a-9884-733f3b67087b,1:805-no_hits;806:840-J23116;841:2231-no_hits,805,1391,2231
EF1,226a78ae-75d5-401a-ac06-a9b6b9de5d28,1:1890-no_hits;1891:1925-J23100;1926:2809-no_hits,1890,884,2809
EF1,28f61f0f-b8d1-47a9-91be-3344d290597a,1:901-no_hits;902:936-J23100;937:2808-no_hits,901,1872,2808
EF1,2514925f-68d0-44f0-80a6-25e9069a5801,1:293-no_hits;294:328-J23116;329:652-no_hits,293,324,652
EF1,aac5aead-a5a6-4fa5-a07f-745ff610a61e,1:5307-no_hits;5308:5342-J23100;5354:5408-T1_L3S2P55;5412:5597-pac;5598:5597-no_hits,5307,0,5597
EF1,0161e016-1328-4711-be8b-025a620748e1,1:14-no_hits;15:707-pac;708:738-RBSc36;742:776-J23113;777:1822-no_hits,14,1046,1822
EF1,9d4265e9-1f08-41fc-b8f1-370eda5ceea2,1:4-no_hits;5:1549-pac;1550:1580-RBSc36;1584:1618-J23113;1619:2063-no_hits,4,445,2063
EF1,40ff8f5f-fd4c-4a0e-803b-faa905a42c16,1:2779-no_hits;2780:2814-J23100;2825:2881-T1_L3S2P55;2888:5426-pac;5427:5598-no_hits,2779,172,5598
EF1,3997393b-8c81-4dc8-aa7a-92af350aca2e,1:32-no_hits;33:89-T1_L3S2P55;93:2631-pac;2666:2700-J23113;5152:5211-T2_L3S2P21;5215:5551-symE;5552:5585-no_hits,32,34,5585
EF1,e51e8c72-c4d5-41a2-be67-10c239bfec76,1:298-no_hits;299:333-J23116;334:1255-no_hits,298,922,1255
EF1,66d050d4-689e-4b81-897a-6ae0bd6b8f2c,1:1017-no_hits;1018:1052-J23116;1053:2225-no_hits,1017,1173,2225
EF1,00f48312-59f6-425b-a201-d47d3aa51187,1:44-no_hits;45:79-J23113;83:113-RBSc36;114:1117-pac;1118:1117-no_hits,44,0,1117
EF1,4f7520eb-ad87-4cde-a1a8-60238f3815cb,1:1358-no_hits;1359:1414-T1_L3S2P55;1463:1493-RBSc36;1494:1831-symE;1835:1894-T2_L3S2P21;4068:4100-J23113;4157:4506-pac;4507:4506-no_hits,1358,0,4506
EF1,c1cc9494-2274-46a2-b402-2282cef5a064,1:1580-no_hits;1581:1615-J23116;1650:4188-pac;4192:4248-T1_L3S2P55;4259:4293-J23113;4297:4327-RBSc36;4328:4667-symE;4671:4731-T2_L3S2P21;4732:5574-no_hits,1580,843,5574
EF1,d24d7f40-8f96-4b07-afbb-d6164d982fc6,1:2147-pac;2148:2178-RBSc36;2182:2216-J23107;2217:2818-no_hits,0,602,2818
EF1,397b37b1-6714-4d32-80c8-17073e4953ce,1:357-pac;358:388-RBSc36;392:426-J23102;427:510-no_hits,0,84,510
EF1,f6e81434-e249-4b54-8011-55f0ec8677dd,1:730-no_hits;731:765-J23116;769:799-RBSc36;800:3334-pac;3345:3379-J23113;3383:3413-RBSc58;3414:3753-symE;3757:3811-T2_L3S2P21;3812:5521-no_hits,730,1710,5521
EF1,8c4d7220-b146-4f82-996f-8c5ee7500389,1:1562-no_hits;1563:1597-J23116;1598:2055-no_hits,1562,458,2055
EF1,87f0bf5b-a322-4c0e-b02b-c2423836bb99,1:229-no_hits;230:264-J23116;265:403-no_hits,229,139,403
EF1,17c175d5-ac7d-4cb4-9056-d1c42f39e128,1:2063-pac;2074:2129-T1_L3S2P55;2140:2174-J23116;2178:2208-RBSc33;2209:2547-symE;2548:2823-no_hits,0,276,2823
EF1,98a24099-6895-4be8-a4a4-295a672018cb,1:661-no_hits;662:696-J23116;697:1090-no_hits,661,394,1090
EF1,8b86d63f-e487-4208-a779-92f9d54e4940,1:356-no_hits;357:391-J23102;395:425-RBSc36;426:1808-pac;1809:1808-no_hits,356,0,1808
EF1,4c93f50f-5744-4378-beb6-19f117892aca,1:97-no_hits;98:132-J23113;133:2237-no_hits,97,2105,2237
EF1,9d903715-95ee-4044-bfef-ba42457eef5c,1:2021-no_hits;2022:2056-J23118;4522:4553-T2_L3S2P21;4558:4894-symE;4895:4924-RBSc44;4928:4962-J23113;4973:5029-T1_L3S2P55;5033:5568-pac;5569:5568-no_hits,2021,0,5568
EF1,cd145cc0-b2a5-4422-842d-b06f8aedc842,1:358-no_hits;359:393-J23116;397:427-RBSc36;428:736-pac;737:739-no_hits,358,3,739
EF1,f154eb2b-4870-4488-a97b-8a9eaa8ba789,1:1167-no_hits;1168:1202-J23107;1203:1247-no_hits,1167,45,1247
EF1,48330f08-edd2-453f-9a3e-258c46064df4,1:165-symE;166:196-RBSc36;200:234-J23102;245:301-T1_L3S2P55;305:1576-pac;1577:1576-no_hits,0,0,1576
EF1,b05fa4e7-5b94-4c70-9e3e-54906e472219,1:340-no_hits;341:375-J23116;379:409-RBSc36;410:464-pac;465:465-no_hits,340,1,465
EF1,55a6b843-a4d2-4c8b-a114-76724ad4b320,1:533-pac;534:564-RBSc36;568:599-J23102;3038:3094-T2_L3S2P21;3098:3437-symE;3438:3468-RBSc42;3469:5568-no_hits,0,2100,5568
EF1,e8a9eadd-9ec5-42f2-b8f5-9128cc908387,1:199-symE;200:230-RBSc36;234:268-J23107;279:335-T1_L3S2P55;339:2482-pac;2483:2489-no_hits,0,7,2489
EF1,78d2b5b3-399d-45f8-9ed8-789aa5f710e3,1:269-no_hits;270:304-J23107;305:2233-no_hits,269,1929,2233
EF1,7cdcdb39-c636-4f06-9358-3f158071a51b,1:667-pac;668:698-RBSc36;702:736-J23118;737:860-no_hits,0,124,860
EF1,ca0fe121-0c68-4d15-9935-b6441cbef3e1,1:399-no_hits;400:434-J23102;649:683-J23113;687:717-RBSc33;718:1048-symE;1052:1107-T2_L3S2P21;1108:1330-no_hits,399,223,1330
EF1,f73f3132-c6d4-44d7-b2d2-9d27b9cea774,1:20-no_hits;21:815-pac;849:883-J23116;884:893-no_hits,20,10,893
EF1,db01efe0-4c30-4a7a-ac67-13d49c039ae5,1:26-no_hits;27:61-J23116;66:94-RBSc36;95:893-pac;894:894-no_hits,26,1,894
EF1,473f7881-158e-4371-8a56-b9256cd72834,1:1353-no_hits;1354:1388-J23107;1389:2228-no_hits,1353,840,2228
EF1,3190880f-22a1-4a56-ac7e-7d32b88a4b1c,1:76-no_hits;77:111-J23107;112:1158-no_hits,76,1047,1158
EF1,18ea59a4-e874-4551-a880-711d4091ef23,1:1778-no_hits;1779:1838-T1_L3S2P55;1849:1883-J23116;1887:1917-RBSc13;1918:2255-symE;4795:4825-RBSc36;4826:5568-pac;5569:5568-no_hits,1778,0,5568
EF1,0fae991b-19c5-45cc-90ee-a442bd81e1f2,1:913-no_hits;914:948-J23116;952:982-RBSc36;983:2110-pac;2111:2110-no_hits,913,0,2110
EF1,0070c9f0-15d0-4a5f-b184-df9bb8774052,1:10-no_hits;11:955-pac;956:986-RBSc36;990:1021-J23113;1022:1294-no_hits,10,273,1294
EF1,1a5f0a2b-dc1f-4b47-99ae-f8322ed350c9,1:1004-pac;1005:1035-RBSc36;1039:1073-J23116;1074:1604-no_hits,0,531,1604
EF1,2cc0864e-e1a9-47d4-bb8c-b2ca1069b937,1:2028-no_hits;2029:2063-J23116;2064:2240-no_hits,2028,177,2240
EF1,6038115c-87d1-433a-8a59-a2232d1aeaec,1:317-no_hits;318:378-T2_L3S2P21;382:720-symE;754:788-J23118;789:3095-no_hits,317,2307,3095
EF1,dee1d318-7312-4672-9d24-12e1059c6612,1:5-no_hits;6:213-symE;214:243-RBSc44;247:281-J23116;292:338-T1_L3S2P55;349:1424-pac;1425:1424-no_hits,5,0,1424
EF1,6ec26567-b93a-4fca-9c39-41987c03648f,1:40-T2_L3S2P21;44:382-symE;383:413-RBSc13;417:451-J23113;462:517-T1_L3S2P55;521:1241-pac;1242:1242-no_hits,0,1,1242
EF1,0f8cf59e-695b-419b-afda-c19f73b682db,1:7-no_hits;8:298-symE;299:329-RBSc36;333:367-J23102;378:431-T1_L3S2P55;435:544-pac;545:545-no_hits,7,1,545
EF1,fde97e5a-8251-4ea0-bae2-7a9fd000e022,1:7-no_hits;8:35-J23102;36:472-no_hits,7,437,472
EF1,eb032961-dd47-4acc-a124-eafc940f6ff1,1:1508-no_hits;1509:1543-J23107;1547:1577-RBSc36;1578:1924-pac;1925:1924-no_hits,1508,0,1924
EF1,466d4196-1dfe-4c17-a342-5200f6a89bdd,1:367-pac;368:398-RBSc36;402:436-J23107;437:1925-no_hits,0,1489,1925
